
TIME STEP:
125 = 50us

VOLTAGE STEP:
CH1:  32 = 0.15V
CH2:  32 = 5V
GND	75	128
N	CH1	CH2

0	95	130
1	93	129
2	91	129
3	89	130
4	88	130
5	87	130
6	86	130
7	85	130
8	85	130
9	84	130
10	84	130
11	83	130
12	83	130
13	83	130
14	83	130
15	82	130
16	82	130
17	82	130
18	82	129
19	82	130
20	82	129
21	82	130
22	82	130
23	82	130
24	81	130
25	81	130
26	81	130
27	81	130
28	81	130
29	81	130
30	81	130
31	81	130
32	81	130
33	81	130
34	81	130
35	81	130
36	81	130
37	81	130
38	81	130
39	81	130
40	81	130
41	81	130
42	81	129
43	81	130
44	81	130
45	81	130
46	81	130
47	81	130
48	81	130
49	81	130
50	81	130
51	81	130
52	80	130
53	81	130
54	81	130
55	81	130
56	81	130
57	81	129
58	81	129
59	81	130
60	80	130
61	81	129
62	81	130
63	80	130
64	80	129
65	81	130
66	80	130
67	80	130
68	81	130
69	81	130
70	80	130
71	80	130
72	81	129
73	80	130
74	80	130
75	81	130
76	80	129
77	81	130
78	81	130
79	80	130
80	81	130
81	80	130
82	80	130
83	81	130
84	81	129
85	81	130
86	80	129
87	80	130
88	81	129
89	81	130
90	80	130
91	81	129
92	81	130
93	80	130
94	81	130
95	81	130
96	81	130
97	80	130
98	80	130
99	81	130
100	81	130
101	81	130
102	81	130
103	81	130
104	81	130
105	81	130
106	81	130
107	80	130
108	80	130
109	81	130
110	81	129
111	80	130
112	81	130
113	81	130
114	81	130
115	81	130
116	80	130
117	81	130
118	81	130
119	80	130
120	80	129
121	80	130
122	81	130
123	81	129
124	81	130
125	81	130
126	81	130
127	80	130
128	81	129
129	80	130
130	81	129
131	81	130
132	80	130
133	80	130
134	81	130
135	80	130
136	81	130
137	80	130
138	80	130
139	81	130
140	81	130
141	80	130
142	81	130
143	81	130
144	80	130
145	80	130
146	81	130
147	80	130
148	81	130
149	81	130
150	81	130
151	81	130
152	81	130
153	81	130
154	81	130
155	81	130
156	81	130
157	81	130
158	81	130
159	81	130
160	81	130
161	81	130
162	81	130
163	81	129
164	81	129
165	81	130
166	80	130
167	81	130
168	80	130
169	81	130
170	81	130
171	81	130
172	80	130
173	81	130
174	80	130
175	81	130
176	80	130
177	81	129
178	80	130
179	81	130
180	80	130
181	81	130
182	81	129
183	81	130
184	81	130
185	81	130
186	81	130
187	81	130
188	81	130
189	80	130
190	81	130
191	81	130
192	81	130
193	81	130
194	81	129
195	81	130
196	81	129
197	81	130
198	81	129
199	81	129
200	81	130
201	81	130
202	81	129
203	81	130
204	80	130
205	80	130
206	80	129
207	81	130
208	81	130
209	81	130
210	81	130
211	81	130
212	81	130
213	81	130
214	81	130
215	81	130
216	80	130
217	80	130
218	81	129
219	81	130
220	80	130
221	80	130
222	81	129
223	81	130
224	80	130
225	81	130
226	81	130
227	81	130
228	80	129
229	80	130
230	80	130
231	81	130
232	80	130
233	81	130
234	80	130
235	81	130
236	80	130
237	81	129
238	79	130
239	80	130
240	81	130
241	80	129
242	80	130
243	81	130
244	80	129
245	80	130
246	80	130
247	81	130
248	80	130
249	80	129
250	80	130
251	80	130
252	80	129
253	80	129
254	81	130
255	81	130
256	81	129
257	82	130
258	82	130
259	82	129
260	82	130
261	82	130
262	82	130
263	81	130
264	82	130
265	81	130
266	82	130
267	81	130
268	81	130
269	81	130
270	82	129
271	81	130
272	81	130
273	81	130
274	81	129
275	81	130
276	81	129
277	81	130
278	81	130
279	81	130
280	80	130
281	80	130
282	81	130
283	80	130
284	80	130
285	80	130
286	80	130
287	80	130
288	80	129
289	80	130
290	80	129
291	80	130
292	80	130
293	80	129
294	80	130
295	80	130
296	80	130
297	80	130
298	80	130
299	80	130
300	80	129
301	80	130
302	80	130
303	80	130
304	80	130
305	80	130
306	80	130
307	80	130
308	81	129
309	80	130
310	81	130
311	81	130
312	81	130
313	81	130
314	81	130
315	81	130
316	81	129
317	81	130
318	81	130
319	81	130
320	81	130
321	81	130
322	81	130
323	81	130
324	81	130
325	81	130
326	81	129
327	80	129
328	81	130
329	81	130
330	81	130
331	81	130
332	81	130
333	81	130
334	81	130
335	81	130
336	81	130
337	81	130
338	81	130
339	81	130
340	81	130
341	80	130
342	80	130
343	81	129
344	80	130
345	80	130
346	81	130
347	80	130
348	81	130
349	81	130
350	81	130
351	81	130
352	80	130
353	81	130
354	81	130
355	81	129
356	80	130
357	81	130
358	80	130
359	81	130
360	81	130
361	80	130
362	80	130
363	81	130
364	80	130
365	81	130
366	81	130
367	81	130
368	81	130
369	81	130
370	81	129
