
TIME STEP:
125 = 50us

VOLTAGE STEP:
CH1:  32 = 0.15V
CH2:  32 = 5V
GND	75	128
N	CH1	CH2

0	85	130
1	84	130
2	83	130
3	83	129
4	82	130
5	83	130
6	82	129
7	82	130
8	81	130
9	81	130
10	81	130
11	81	130
12	81	130
13	81	130
14	80	130
15	80	130
16	80	130
17	80	129
18	80	130
19	80	130
20	80	130
21	80	130
22	80	130
23	80	129
24	80	129
25	79	129
26	81	130
27	80	129
28	79	130
29	79	129
30	79	130
31	79	130
32	79	130
33	80	129
34	79	129
35	79	130
36	79	130
37	79	130
38	79	130
39	79	130
40	79	130
41	79	129
42	79	130
43	79	129
44	79	130
45	79	130
46	79	130
47	79	130
48	79	130
49	79	130
50	79	130
51	79	130
52	79	130
53	79	130
54	79	130
55	79	130
56	78	129
57	79	130
58	78	130
59	79	130
60	79	130
61	79	130
62	79	130
63	79	130
64	79	129
65	79	130
66	79	130
67	79	129
68	79	130
69	79	130
70	79	130
71	79	130
72	79	130
73	79	130
74	79	129
75	79	130
76	79	130
77	79	130
78	79	130
79	79	130
80	79	130
81	79	130
82	79	129
83	79	130
84	79	129
85	79	130
86	79	130
87	79	130
88	79	130
89	79	130
90	79	130
91	79	130
92	79	130
93	79	129
94	79	130
95	79	130
96	79	130
97	79	130
98	79	130
99	79	130
100	79	130
101	79	129
102	79	130
103	79	130
104	79	130
105	79	130
106	79	130
107	79	130
108	79	130
109	79	130
110	79	130
111	79	130
112	79	130
113	79	129
114	79	130
115	79	130
116	79	130
117	79	130
118	79	130
119	79	130
120	79	130
121	79	130
122	79	129
123	79	130
124	79	130
125	79	130
126	79	130
127	79	130
128	79	130
129	79	129
130	79	130
131	79	130
132	80	130
133	79	129
134	79	129
135	79	129
136	77	130
137	78	129
138	79	129
139	79	130
140	79	130
141	79	130
142	79	130
143	79	130
144	79	130
145	79	130
146	78	130
147	79	130
148	79	130
149	79	130
150	79	129
151	79	130
152	79	130
153	79	130
154	79	129
155	79	130
156	79	130
157	79	130
158	79	130
159	79	130
160	79	130
161	79	130
162	79	130
163	79	129
164	78	129
165	79	130
166	79	130
167	79	130
168	79	130
169	79	130
170	79	130
171	79	129
172	79	130
173	79	130
174	79	130
175	78	130
176	78	130
177	79	130
178	79	130
179	79	130
180	79	129
181	79	130
182	79	129
183	79	130
184	79	130
185	79	130
186	79	130
187	79	130
188	79	130
189	79	130
190	79	130
191	79	130
192	79	130
193	79	130
194	79	130
195	79	130
196	79	130
197	79	130
198	79	130
199	79	130
200	79	130
201	79	130
202	79	130
203	79	130
204	79	130
205	78	130
206	79	129
207	79	129
208	79	130
209	79	130
210	79	130
211	79	130
212	79	130
213	79	130
214	79	130
215	79	130
216	79	129
217	79	130
218	79	130
219	79	130
220	79	130
221	79	130
222	79	130
223	79	130
224	79	130
225	79	130
226	79	130
227	79	129
228	79	130
229	79	129
230	79	130
231	79	130
232	79	129
233	79	129
234	79	130
235	79	130
236	78	130
237	79	129
238	79	130
239	77	130
240	79	129
241	77	129
242	76	129
243	78	130
244	79	129
245	79	129
246	79	129
247	79	129
248	78	129
249	78	130
250	78	129
251	78	130
252	78	130
253	79	129
254	79	130
255	79	130
256	80	129
257	80	130
258	80	129
259	80	129
260	80	130
261	80	129
262	80	130
263	79	130
264	79	129
265	80	129
266	79	130
267	79	130
268	80	130
269	80	130
270	79	129
271	81	130
272	79	130
273	79	129
274	80	130
275	79	130
276	79	130
277	79	130
278	79	130
279	79	129
280	78	129
281	78	129
282	78	130
283	79	130
284	78	130
285	79	130
286	79	129
287	78	130
288	79	130
289	78	130
290	79	130
291	78	130
292	78	129
293	78	130
294	78	130
295	78	130
296	79	130
297	78	130
298	78	130
299	78	129
300	79	130
301	79	129
302	79	130
303	79	130
304	78	130
305	79	130
306	79	129
307	79	130
308	79	129
309	79	129
310	79	130
311	79	130
312	79	129
313	79	130
314	79	130
315	79	129
316	79	130
317	79	130
318	79	130
319	79	130
320	79	130
321	79	130
322	79	129
323	79	130
324	79	130
325	79	130
326	79	130
327	79	130
328	79	130
329	79	130
330	79	129
331	79	130
332	79	130
333	79	130
334	79	129
335	79	130
336	79	130
337	79	130
338	79	130
339	79	130
340	79	130
341	79	129
342	79	130
343	79	130
344	79	129
345	79	130
346	78	130
347	79	129
348	77	129
349	79	129
350	80	130
351	80	130
352	80	130
353	79	130
354	78	129
355	79	130
356	78	130
357	79	130
358	79	129
359	79	130
360	79	130
361	79	130
362	79	130
363	78	130
364	79	130
365	79	130
366	79	130
367	79	130
368	79	129
369	79	129
370	79	130
